experiment,image_name,query_idx,query_text,run_idx,elapsed_s,requests_in_call,avg_prompt_tokens,avg_output_tokens,total_output_tokens,throughput_output_tok_per_s,avg_first_token_latency_s,sample_text
continuous_batching_only,guatemala-volcano_00000005_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.7150141550228,4,1072.0,128.0,495,288.62735537796146,,"This is a high-altitude, aerial satellite image capturing a dramatic and partially obscured landscape, likely a mountainous or hilly region. The scene is divided into two distinct zones by a visible boundary, with atmospheric conditions sig"
continuous_batching_only,guatemala-volcano_00000005_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.7150141550228,4,1071.0,128.0,495,288.62735537796146,,"Based on the satellite imagery, here are the top 10 visible objects and their locations:

1. **Clouds** – Located in the upper left quadrant, partially obscuring the landscape. They appear as white and gray patches drifting over the terrain"
continuous_batching_only,guatemala-volcano_00000005_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.7150141550228,4,1066.0,128.0,495,288.62735537796146,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Volcanic Activity or Lava Flow** – The dark, fluid, and textured terrain in the lower-left quadrant strongly suggests recent volcanic activity. The brown"
continuous_batching_only,guatemala-volcano_00000005_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,1.7150141550228,4,1066.0,111.0,495,288.62735537796146,,"- **Cloud-covered terrain**: Thick, swirling clouds partially obscure a rugged, earth-toned landscape, suggesting recent volcanic activity or a geologically active region.
- **Contrasting vegetation**: On the right, terraced green fields an"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.921316291205585,4,1072.0,128.0,448,233.1734769806639,,"This is a high-resolution satellite or aerial image capturing a vast, terraced agricultural landscape, likely on a steep hillside or mountain. The scene is dominated by meticulously arranged rows of crops or trees, creating a pattern of par"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.921316291205585,4,1071.0,128.0,448,233.1734769806639,,"Based on the satellite imagery provided, here are the top 10 visible objects and their locations:

1. **Terraced Farmland** – Located across the entire image, covering the majority of the terrain. These are the rows of crops planted in a st"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.921316291205585,4,1066.0,128.0,448,233.1734769806639,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Slope Instability and Landslides**  
   The terrain is heavily terraced, with steep slopes and narrow, winding paths. This type of agricultural land use "
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.921316291205585,4,1066.0,64.0,448,233.1734769806639,,"- A terraced hillside, likely for agriculture, shows rows of crops or trees meticulously arranged across sloping terrain.
- Winding dirt roads and pathways crisscross the landscape, connecting different sections and facilitating access.
- D"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.7145305881276727,4,1072.0,128.0,448,261.2960090080584,,"This is a high-resolution satellite or aerial image capturing a vast, terraced agricultural landscape, likely on a steep hillside or mountain. The scene is dominated by meticulously arranged rows of crops or trees, creating a pattern of par"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.7145305881276727,4,1071.0,128.0,448,261.2960090080584,,"Based on the satellite image provided, here are the top 10 visible objects and their locations:

1. **Terraced Farmland** – Located across the entire central and right portions of the image. These are the most prominent features, showing ro"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.7145305881276727,4,1066.0,128.0,448,261.2960090080584,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Slope Instability and Landslides**  
   The terrain is heavily terraced, with steep slopes and narrow, winding paths. This type of agricultural land use "
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,1.7145305881276727,4,1066.0,64.0,448,261.2960090080584,,"- A terraced hillside, likely for agriculture, shows rows of crops or trees meticulously arranged across sloping terrain.
- Winding dirt roads and pathways crisscross the landscape, connecting different sections and facilitating access.
- D"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.7122009815648198,4,1072.0,128.0,448,261.6515262072578,,"This is a high-resolution satellite or aerial image capturing a vast, terraced agricultural landscape, likely on a steep hillside or mountain. The scene is dominated by meticulously arranged rows of crops or trees, creating a pattern of par"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.7122009815648198,4,1071.0,128.0,448,261.6515262072578,,"Based on the satellite image provided, here are the top 10 visible objects and their locations:

1. **Terraced Farmland** – Located across the entire central and right portions of the image. These are the most prominent features, showing ro"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.7122009815648198,4,1066.0,128.0,448,261.6515262072578,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Slope Instability and Landslides**  
   The terrain is heavily terraced, with steep slopes and narrow, winding paths. This type of agricultural land use "
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,1.7122009815648198,4,1066.0,64.0,448,261.6515262072578,,"- A terraced hillside, likely for agriculture, shows rows of crops or trees meticulously arranged across sloping terrain.
- Winding dirt roads and pathways crisscross the landscape, connecting different sections and facilitating access.
- D"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.9152039485052228,4,1072.0,128.0,476,248.53749929427005,,"This is a high-altitude, aerial satellite image capturing a landscape that has been significantly impacted by a natural disaster, most likely a landslide or mudflow. The scene is dominated by a massive, dark brown, muddy river of debris tha"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.9152039485052228,4,1071.0,128.0,476,248.53749929427005,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Buildings with white roofs** – Located in the lower-left quadrant, nestled among green trees. These appear to be agricultural or industrial structu"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.9152039485052228,4,1066.0,128.0,476,248.53749929427005,,"Based on this satellite imagery, I can infer several significant hazards and risks:

1.  **Active or Recent Landslide/Mudflow:** The most prominent hazard is the large, dark, brownish channel cutting through the green landscape. This is cle"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.9152039485052228,4,1066.0,92.0,476,248.53749929427005,,"- A massive landslide or mudflow has swept down a forested hillside, carving a dark, chaotic path through green terrain and destroying vegetation.
- A cluster of buildings with corrugated metal roofs sits near the edge of the disaster zone,"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.7136156745254993,4,1072.0,128.0,476,277.7752369310024,,"This is a high-altitude, aerial satellite image capturing a landscape that has been significantly impacted by a natural disaster, most likely a landslide or mudflow. The scene is dominated by a massive, dark brown, muddy river of debris tha"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.7136156745254993,4,1071.0,128.0,476,277.7752369310024,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Buildings with white roofs** – Located in the lower-left quadrant, nestled among green trees. These appear to be agricultural or industrial structu"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.7136156745254993,4,1066.0,128.0,476,277.7752369310024,,"Based on this satellite imagery, I can infer several significant hazards and risks:

1.  **Active or Recent Landslide/Mudflow:** The most prominent hazard is the large, dark, brownish channel cutting through the green landscape. This is cle"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,1.7136156745254993,4,1066.0,92.0,476,277.7752369310024,,"- A massive landslide or mudflow has swept down a forested hillside, carving a dark, chaotic path through green terrain and destroying vegetation.
- A cluster of buildings with corrugated metal roofs sits near the edge of the disaster zone,"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.7150279032066464,4,1072.0,128.0,476,277.54650470118094,,"This is a high-altitude, aerial satellite image capturing a landscape that has been significantly impacted by a natural disaster, most likely a landslide or mudflow. The scene is dominated by a massive, dark brown, muddy river of debris tha"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.7150279032066464,4,1071.0,128.0,476,277.54650470118094,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Buildings with white roofs** – Located in the lower-left quadrant, nestled among green trees. These appear to be agricultural or industrial structu"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.7150279032066464,4,1066.0,128.0,476,277.54650470118094,,"Based on this satellite imagery, I can infer several significant hazards and risks:

1.  **Active or Recent Landslide/Mudflow:** The most prominent hazard is the large, dark, brownish channel cutting through the green landscape. This is cle"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,1.7150279032066464,4,1066.0,92.0,476,277.54650470118094,,"- A massive landslide or mudflow has swept down a forested hillside, carving a dark, chaotic path through green terrain and destroying vegetation.
- A cluster of buildings with corrugated metal roofs sits near the edge of the disaster zone,"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.9156130785122514,4,1072.0,128.0,470,245.3522609926126,,"This is a high-resolution satellite or aerial image capturing a natural and man-made landscape, likely in a rural or semi-rural region. The scene is dominated by a winding, rocky riverbed or stream that meanders from the upper left toward t"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.9156130785122514,4,1071.0,128.0,470,245.3522609926126,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner of the image):

1. **River/Stream** - Located centrally, winding from the top-le"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.9156130785122514,4,1066.0,128.0,470,245.3522609926126,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Riverbank Erosion and Instability**: The riverbed appears wide, shallow, and filled with loose sediment and debris. This suggests significant erosion, p"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.9156130785122514,4,1066.0,86.0,470,245.3522609926126,,"- A winding, rocky river cuts through a mix of green fields, dense forest, and dry terrain, suggesting a rural or mountainous region.
- A cluster of buildings with corrugated metal roofs sits near the riverbank, connected by a road with vis"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.7211331529542804,4,1072.0,128.0,470,273.0759088529886,,"This is a high-resolution satellite or aerial image capturing a natural and man-made landscape, likely in a rural or semi-rural area. The scene is dominated by a winding, light-gray riverbed or stream that cuts diagonally across the frame f"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.7211331529542804,4,1071.0,128.0,470,273.0759088529886,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner of the image):

1. **River/Stream** - Located centrally, winding from the top-le"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.7211331529542804,4,1066.0,128.0,470,273.0759088529886,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Riverbank Erosion and Instability:** The riverbed appears wide, shallow, and filled with loose sediment and debris. This suggests significant erosion, p"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,1.7211331529542804,4,1066.0,86.0,470,273.0759088529886,,"- A winding, rocky river cuts through a mix of green fields, dense forest, and dry terrain, suggesting a rural or mountainous region.
- A cluster of buildings with corrugated metal roofs sits near the riverbank, connected by a road with vis"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.711364632472396,4,1072.0,128.0,470,274.6346343040843,,"This is a high-resolution satellite or aerial image capturing a natural and man-made landscape, likely in a rural or semi-rural area. The scene is dominated by a winding, light-gray riverbed or stream that cuts diagonally across the frame f"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.711364632472396,4,1071.0,128.0,470,274.6346343040843,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner of the image):

1. **River/Stream** - Located centrally, winding from the top-le"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.711364632472396,4,1066.0,128.0,470,274.6346343040843,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Riverbank Erosion and Instability:** The riverbed appears wide, shallow, and filled with loose sediment and debris. This suggests significant erosion, p"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,1.711364632472396,4,1066.0,86.0,470,274.6346343040843,,"- A winding, rocky river cuts through a mix of green fields, dense forest, and dry terrain, suggesting a rural or mountainous region.
- A cluster of buildings with corrugated metal roofs sits near the riverbank, connected by a road with vis"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.9137616027146578,4,1072.0,128.0,468,244.54456570564756,,"This is a high-resolution satellite or aerial image capturing a verdant, mountainous landscape with a winding road and a river or stream cutting through it. The scene is rich in natural detail and appears to be in a temperate or tropical re"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.9137616027146578,4,1071.0,128.0,468,244.54456570564756,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Road** - Located along the left side of the image, running vertically from the bottom to the top. It appears as a dark, linear feature cutting thro"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.9137616027146578,4,1066.0,128.0,468,244.54456570564756,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Active or Recent Landslides/Debris Flow**  
   The dark, disturbed, and muddy area in the lower-left corner suggests recent soil erosion or a landslide. "
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.9137616027146578,4,1066.0,84.0,468,244.54456570564756,,"- A winding road cuts through lush green forest and open fields, with a meandering river or stream flowing parallel to it.
- On the left, a small settlement or construction site is visible, featuring buildings and disturbed earth, suggestin"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.7139552477747202,4,1072.0,128.0,468,273.0526369388107,,"This is a high-resolution satellite or aerial image capturing a verdant, mountainous landscape with a winding road and a river or stream cutting through it. The scene is rich in natural detail and appears to be in a temperate or tropical re"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.7139552477747202,4,1071.0,128.0,468,273.0526369388107,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Road** - Located along the left side of the image, running vertically from the bottom to the top. It appears as a dark, linear feature cutting thro"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.7139552477747202,4,1066.0,128.0,468,273.0526369388107,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Active or Recent Landslides/Debris Flow**  
   The dark, disturbed, and muddy area in the lower-left corner suggests recent soil erosion or a landslide. "
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,1.7139552477747202,4,1066.0,84.0,468,273.0526369388107,,"- A winding road cuts through lush green forest and open fields, with a meandering river or stream flowing parallel to it.
- On the left, a small settlement or construction site is visible, featuring buildings and disturbed earth, suggestin"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.7118277940899134,4,1072.0,128.0,468,273.39198581526153,,"This is a high-resolution satellite or aerial image capturing a verdant, mountainous landscape with a winding road and a river or stream cutting through it. The scene is rich in natural detail and appears to be in a temperate or tropical re"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.7118277940899134,4,1071.0,128.0,468,273.39198581526153,,"Based on the satellite image, here are the top 10 visible objects and their locations:

1. **Road** - Located along the left side of the image, running vertically from the bottom to the top. It appears as a dark, linear feature cutting thro"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.7118277940899134,4,1066.0,128.0,468,273.39198581526153,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1. **Active or Recent Landslides/Debris Flow**  
   The dark, disturbed, and muddy area in the lower-left corner suggests recent soil erosion or a landslide. "
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,1.7118277940899134,4,1066.0,84.0,468,273.39198581526153,,"- A winding road cuts through lush green forest and open fields, with a meandering river or stream flowing parallel to it.
- On the left, a small settlement or construction site is visible, featuring buildings and disturbed earth, suggestin"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.9120591906830668,4,1072.0,128.0,472,246.85428270208624,,"This is a high-altitude, aerial satellite image capturing a rugged, mountainous landscape partially obscured by dense, white fog or cloud cover. The scene is rich in natural textures and features, with a clear sense of topography and human "
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.9120591906830668,4,1071.0,128.0,472,246.85428270208624,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and (100%,100%) is the bottom-right):

1. **Cloud/Smoke Plume** - Located at the"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.9120591906830668,4,1066.0,128.0,472,246.85428270208624,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Flood Risk / River Overflow**: The most prominent hazard is the white, meandering line that appears to be a river or stream. Its path is clearly cut thr"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.9120591906830668,4,1066.0,88.0,472,246.85428270208624,,"- A winding river cuts through a lush, forested valley, with its white, frothy flow contrasting against the green and brown terrain.
- A paved road snakes along the left side of the valley, partially obscured by dense fog that drifts in fro"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.710893103852868,4,1072.0,128.0,472,275.8793047543844,,"This is a high-altitude, aerial satellite image capturing a rugged, mountainous landscape partially obscured by dense, white fog or cloud. The scene is rich in natural textures and features, with a clear sense of topography and human interv"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.710893103852868,4,1071.0,128.0,472,275.8793047543844,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and (100%,100%) is the bottom-right):

1. **Cloud/Smoke Plume** - Located at the"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.710893103852868,4,1066.0,128.0,472,275.8793047543844,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Flood Risk / River Overflow**: The most prominent hazard is the bright white, meandering line cutting through the landscape. This appears to be a river "
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,1.710893103852868,4,1066.0,88.0,472,275.8793047543844,,"- A winding river cuts through a lush, forested valley, with its white, frothy flow contrasting against the green and brown terrain.
- A paved road snakes along the left side of the valley, partially obscured by dense fog that drifts in fro"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.713895870372653,4,1072.0,128.0,472,275.39596083942536,,"This is a high-altitude, aerial satellite image capturing a rugged, mountainous landscape partially obscured by dense, white fog or cloud. The scene is rich in natural textures and features, with a clear sense of topography and human interv"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.713895870372653,4,1071.0,128.0,472,275.39596083942536,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a coordinate system where (0,0) is the top-left corner and (100%,100%) is the bottom-right):

1. **Cloud/Smoke Plume** - Located at the"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.713895870372653,4,1066.0,128.0,472,275.39596083942536,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Flood Risk / River Overflow**: The most prominent hazard is the bright white, meandering line cutting through the landscape. This appears to be a river "
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,1.713895870372653,4,1066.0,88.0,472,275.39596083942536,,"- A winding river cuts through a lush, forested valley, with its white, frothy flow contrasting against the green and brown terrain.
- A paved road snakes along the left side of the valley, partially obscured by dense fog that drifts in fro"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.9226055042818189,4,1072.0,128.0,478,248.62094638523095,,"This is a high-resolution satellite imagery view of a rural, agricultural landscape, likely in a temperate or subtropical region. The scene is dominated by lush green vegetation, organized farming plots, and a small human settlement.

**Sce"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.9226055042818189,4,1071.0,128.0,478,248.62094638523095,,"Based on the satellite imagery, here are the top 10 visible objects and their approximate locations (using a grid-based coordinate system for reference, with top-left as (0,0) and bottom-right as (100%,100%)):

1. **Large Agricultural Green"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.9226055042818189,4,1066.0,128.0,478,248.62094638523095,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Risk of Fire or Smoke (Most Immediate Concern):** There is a visible plume of smoke or haze rising from the area near the large, dark-roofed structure i"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.9226055042818189,4,1066.0,94.0,478,248.62094638523095,,"- A rural landscape featuring dense green forests, organized agricultural fields, and a cluster of buildings with red-tiled roofs, likely a small village or farmstead.
- A large, dark-roofed industrial or agricultural complex with a grid-li"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.7126403031870723,4,1072.0,128.0,478,279.10122114403373,,"This is a high-resolution satellite imagery view of a rural, agricultural landscape, likely in a temperate or subtropical region. The scene is dominated by lush green vegetation, organized farming plots, and a small human settlement.

**Sce"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,1.7126403031870723,4,1071.0,128.0,478,279.10122114403373,,"Based on the satellite imagery, here are the top 10 visible objects and their approximate locations (using a grid-based coordinate system for reference, with top-left as (0,0) and bottom-right as (100%,100%)):

1. **Large Agricultural Green"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,1.7126403031870723,4,1066.0,128.0,478,279.10122114403373,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Risk of Fire or Smoke (Most Immediate Concern):** There is a visible plume of smoke or haze rising from the area near the large, dark-roofed structure i"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,1.7126403031870723,4,1066.0,94.0,478,279.10122114403373,,"- A rural landscape featuring dense green forests, organized agricultural fields, and a cluster of buildings with red-tiled roofs, likely a small village or farmstead.
- A large, dark-roofed industrial or agricultural complex with a grid-li"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,1.7133346647024155,4,1072.0,128.0,478,278.9881100567253,,"This is a high-resolution satellite imagery view of a rural, agricultural landscape, likely in a temperate or subtropical region. The scene is dominated by lush green vegetation, organized farming plots, and a small human settlement.

**Sce"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,1.7133346647024155,4,1071.0,128.0,478,278.9881100567253,,"Based on the satellite imagery, here are the top 10 visible objects and their approximate locations (using a grid-based coordinate system for reference, with top-left as (0,0) and bottom-right as (100%,100%)):

1. **Large Agricultural Green"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,1.7133346647024155,4,1066.0,128.0,478,278.9881100567253,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Risk of Fire or Smoke (Most Immediate Concern):** There is a visible plume of smoke or haze rising from the area near the large, dark-roofed structure i"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,1.7133346647024155,4,1066.0,94.0,478,278.9881100567253,,"- A rural landscape featuring dense green forests, organized agricultural fields, and a cluster of buildings with red-tiled roofs, likely a small village or farmstead.
- A large, dark-roofed industrial or agricultural complex with a grid-li"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.9149386547505856,4,1072.0,128.0,484,252.7496109597513,,"This is a high-resolution satellite image capturing an agricultural and semi-urban landscape from an aerial perspective. The scene is dominated by a patchwork of green vegetation, cultivated fields, and man-made structures, suggesting a rur"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.9149386547505856,4,1071.0,128.0,484,252.7496109597513,,"Based on the satellite image, here are the top 10 visible objects and their approximate locations (using a grid-based coordinate system for reference, with top-left as (0,0) and bottom-right as (100%,100%)):

1. **Large industrial complex w"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.9149386547505856,4,1066.0,128.0,484,252.7496109597513,,"Based on this satellite imagery, I can infer several potential hazards or risks:

1.  **Risk of Landslides or Soil Erosion:**
    *   The image shows a steep slope on the right side, with a dense forest transitioning into a more open, culti"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.9149386547505856,4,1066.0,100.0,484,252.7496109597513,,"- A rural landscape featuring a mix of dense green forests, agricultural fields, and a cluster of buildings including a large industrial or commercial complex with light-colored roofs.
- A winding road connects the buildings to surrounding "
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,1.7128866845741868,4,1072.0,128.0,484,282.56393394774943,,"This is a high-resolution satellite image capturing an agricultural and semi-urban landscape from an aerial perspective. The scene is dominated by a patchwork of green vegetation, cultivated fields, and man-made structures, suggesting a rur"
