experiment,image_name,query_idx,query_text,run_idx,elapsed_s,requests_in_call,avg_prompt_tokens,avg_output_tokens,total_output_tokens,throughput_output_tok_per_s,avg_first_token_latency_s,sample_text
continuous_batching_only,guatemala-volcano_00000005_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.9025007784366608,4,1071.0,128.0,450,498.6145283769213,,"Based on the image provided, here are the top 10 visible objects and their locations:

- **Clouds** - The most prominent feature, covering the upper portion of the image and partially obscuring the landscape.
- **Lava flow** - The dark, tex"
continuous_batching_only,guatemala-volcano_00000005_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.9025007784366608,4,1066.0,128.0,450,498.6145283769213,,"Based on the visual evidence in the image, several potential hazards and risks can be inferred:

- **Volcanic Activity**: The most significant hazard is likely volcanic. The dark, rugged terrain with its distinct, flowing patterns is charac"
continuous_batching_only,guatemala-volcano_00000005_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.9025007784366608,4,1066.0,66.0,450,498.6145283769213,,"- Aerial view showing a rugged, volcanic landscape with dark, cracked earth and smoke rising from the terrain.
- A patch of green, terraced agricultural land is visible on the right side of the image.
- Thick clouds or fog partially obscure"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.0609160838648677,4,1072.0,128.0,454,427.93205504633244,,"This is an aerial, high-angle photograph of a terraced agricultural landscape on a steep, hilly terrain. The scene is dominated by a complex network of terraces, which are the stepped, flat areas carved into the slope to create arable land."
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.0609160838648677,4,1071.0,128.0,454,427.93205504633244,,"Based on the provided image, here are the top 10 visible objects and their locations:

- **Tilled fields** - The main feature of the image, covering the majority of the landscape. They are located in the central and right portions of the im"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.0609160838648677,4,1066.0,128.0,454,427.93205504633244,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Soil Erosion and Landslides**: The most significant risk is the potential for soil erosion and landslides. The image shows a steep, terraced la"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.0609160838648677,4,1066.0,70.0,454,427.93205504633244,,"- Aerial view of a terraced agricultural landscape on a hillside, with rows of crops and winding dirt paths.
- The terrain is densely vegetated with greenery, indicating a lush, possibly forested or agricultural region.
- The layout suggest"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.8903689542785287,4,1072.0,128.0,454,509.9009773626698,,"This is an aerial, high-angle photograph of a terraced agricultural landscape on a steep, hilly terrain. The scene is dominated by a complex network of terraces, which are the stepped, flat areas carved into the slope to create arable land."
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.8903689542785287,4,1071.0,128.0,454,509.9009773626698,,"Based on the provided image, here are the top 10 visible objects and their locations:

- **Tilled fields** - The main feature of the image, covering the majority of the landscape. They are located in the central and right portions of the im"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.8903689542785287,4,1066.0,128.0,454,509.9009773626698,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Soil Erosion and Landslides**: The most significant risk is the potential for soil erosion and landslides. The image shows a steep, terraced la"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.8903689542785287,4,1066.0,70.0,454,509.9009773626698,,"- Aerial view of a terraced agricultural landscape on a hillside, with rows of crops and winding dirt paths.
- The terrain is densely vegetated with greenery, indicating a lush, possibly forested or agricultural region.
- The layout suggest"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.8911231299862266,4,1072.0,128.0,454,509.4694377498844,,"This is an aerial, high-angle photograph of a terraced agricultural landscape on a steep, hilly terrain. The scene is dominated by a complex network of terraces, which are the stepped, flat areas carved into the slope to create arable land."
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.8911231299862266,4,1071.0,128.0,454,509.4694377498844,,"Based on the provided image, here are the top 10 visible objects and their locations:

- **Tilled fields** - The main feature of the image, covering the majority of the landscape. They are located in the central and right portions of the im"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.8911231299862266,4,1066.0,128.0,454,509.4694377498844,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Soil Erosion and Landslides**: The most significant risk is the potential for soil erosion and landslides. The image shows a steep, terraced la"
continuous_batching_only,guatemala-volcano_00000005_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.8911231299862266,4,1066.0,70.0,454,509.4694377498844,,"- Aerial view of a terraced agricultural landscape on a hillside, with rows of crops and winding dirt paths.
- The terrain is densely vegetated with greenery, indicating a lush, possibly forested or agricultural region.
- The layout suggest"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.0709270499646664,4,1072.0,128.0,453,422.9979997376535,,"This is an aerial, high-angle photograph of a landscape, likely taken from a satellite, showing a significant natural disaster. The scene is dominated by a large, muddy, and heavily eroded river channel that has cut through a lush, green, a"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.0709270499646664,4,1071.0,128.0,453,422.9979997376535,,"- A large, dark, muddy area that appears to be a river or stream, located in the center of the image, flowing from the upper left to the lower right.
- A red-roofed building with a large, white, arched roof, located in the lower left portio"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.0709270499646664,4,1066.0,128.0,453,422.9979997376535,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Massive Landslide or Soil Erosion:** The most prominent feature is the large, dark, and highly textured area that appears to be a landslide or "
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.0709270499646664,4,1066.0,69.0,453,422.9979997376535,,"- A large area of mud and debris has been washed into a valley, indicating a significant flood or landslide.
- A small building complex with a red roof is located near the affected area, possibly a farm or shelter.
- The surrounding landsca"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.9029137901961803,4,1072.0,128.0,453,501.70902794781165,,"This is an aerial, high-angle photograph of a landscape, likely taken from a satellite, showing a significant natural disaster. The scene is dominated by a large, muddy, and heavily eroded river channel that has cut through a lush, green, a"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.9029137901961803,4,1071.0,128.0,453,501.70902794781165,,"- A large, dark, muddy area that appears to be a river or stream, located in the center of the image, flowing from the upper left to the lower right.
- A red-roofed building with a large, white, arched roof, located in the lower left portio"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.9029137901961803,4,1066.0,128.0,453,501.70902794781165,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Massive Landslide or Soil Erosion:** The most prominent feature is the large, dark, and highly textured area that appears to be a landslide or "
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.9029137901961803,4,1066.0,69.0,453,501.70902794781165,,"- A large area of mud and debris has been washed into a valley, indicating a significant flood or landslide.
- A small building complex with a red roof is located near the affected area, possibly a farm or shelter.
- The surrounding landsca"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.8903875183314085,4,1072.0,128.0,453,508.76723973952903,,"This is an aerial, high-angle photograph of a landscape, likely taken from a satellite, showing a significant natural disaster. The scene is dominated by a large, muddy, and heavily eroded river channel that has cut through a lush, green, a"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.8903875183314085,4,1071.0,128.0,453,508.76723973952903,,"- A large, dark, muddy area that appears to be a river or stream, located in the center of the image, flowing from the upper left to the lower right.
- A red-roofed building with a large, white, arched roof, located in the lower left portio"
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.8903875183314085,4,1066.0,128.0,453,508.76723973952903,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Massive Landslide or Soil Erosion:** The most prominent feature is the large, dark, and highly textured area that appears to be a landslide or "
continuous_batching_only,guatemala-volcano_00000009_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.8903875183314085,4,1066.0,69.0,453,508.76723973952903,,"- A large area of mud and debris has been washed into a valley, indicating a significant flood or landslide.
- A small building complex with a red roof is located near the affected area, possibly a farm or shelter.
- The surrounding landsca"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.0675989277660847,4,1072.0,128.0,443,414.9498360090739,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a winding river or stream that cuts through a valley, with its banks appearing to be eroded and filled with sediment. Th"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.0675989277660847,4,1071.0,128.0,443,414.9498360090739,,"- Road: The road is located on the left side of the image, running from the bottom left corner to the center.
- Building: The building is located in the lower left portion of the image, near the road.
- River: The river is located in the ce"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.0675989277660847,4,1066.0,128.0,443,414.9498360090739,,"Based on the visual information in the image, several potential hazards and risks can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, meandering river or stream that appears to be flowing"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.0675989277660847,4,1066.0,59.0,443,414.9498360090739,,"- A winding river flows through a valley, cutting through a mix of green fields and dry, rocky terrain.
- A small industrial complex with large metal-roofed buildings is located near the riverbank.
- A paved road runs alongside the river, w"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.8971214294433594,4,1072.0,128.0,443,493.8016030615499,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a winding river or stream that cuts through a valley, with its banks appearing to be eroded and filled with sediment. Th"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.8971214294433594,4,1071.0,128.0,443,493.8016030615499,,"- Road: The road is located on the left side of the image, running from the bottom left corner to the center.
- Building: The building is located in the lower left portion of the image, near the road.
- River: The river is located in the ce"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.8971214294433594,4,1066.0,128.0,443,493.8016030615499,,"Based on the visual information in the image, several potential hazards and risks can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, meandering river or stream that appears to be flowing"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.8971214294433594,4,1066.0,59.0,443,493.8016030615499,,"- A winding river flows through a valley, cutting through a mix of green fields and dry, rocky terrain.
- A small industrial complex with large metal-roofed buildings is located near the riverbank.
- A paved road runs alongside the river, w"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.8952086828649044,4,1072.0,128.0,443,494.85668367545645,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a winding river or stream that cuts through a valley, with its banks appearing to be eroded and filled with sediment. Th"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.8952086828649044,4,1071.0,128.0,443,494.85668367545645,,"- Road: The road is located on the left side of the image, running from the bottom left corner to the center.
- Building: The building is located in the lower left portion of the image, near the road.
- River: The river is located in the ce"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.8952086828649044,4,1066.0,128.0,443,494.85668367545645,,"Based on the visual information in the image, several potential hazards and risks can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, meandering river or stream that appears to be flowing"
continuous_batching_only,guatemala-volcano_00000009_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.8952086828649044,4,1066.0,59.0,443,494.85668367545645,,"- A winding river flows through a valley, cutting through a mix of green fields and dry, rocky terrain.
- A small industrial complex with large metal-roofed buildings is located near the riverbank.
- A paved road runs alongside the river, w"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.0599586144089699,4,1072.0,128.0,439,414.1671137271574,,"This is an aerial, high-angle photograph of a lush, green landscape, likely taken from a satellite. The scene is dominated by dense, dark green forests covering the majority of the terrain, with patches of lighter green grassy areas and a f"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.0599586144089699,4,1071.0,128.0,439,414.1671137271574,,"- Road: The road is located in the center-left of the image, running vertically through the green landscape.
- River: The river is located in the center of the image, flowing from the top right to the bottom left.
- Forest: The forest is lo"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.0599586144089699,4,1066.0,128.0,439,414.1671137271574,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, muddy, and saturated area on the left side of the image, whi"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.0599586144089699,4,1066.0,55.0,439,414.1671137271574,,"- A winding road cuts through a lush, green forested area.
- A small stream or river flows along the path, appearing as a white line in the image.
- A large, muddy area is visible on the left side, suggesting a recent flood or landslide."
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.9011266808956861,4,1072.0,128.0,439,487.1679080278152,,"This is an aerial, high-angle photograph of a lush, green landscape, likely taken from a satellite. The scene is dominated by dense, dark green forests covering the majority of the terrain, with patches of lighter green grassy areas and a f"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.9011266808956861,4,1071.0,128.0,439,487.1679080278152,,"- Road: The road is located on the left side of the image, running from the top left to the bottom left.
- River: The river is located in the center of the image, flowing from the top right to the bottom left.
- Forest: The forest is locate"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.9011266808956861,4,1066.0,128.0,439,487.1679080278152,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, muddy, and saturated area on the left side of the image, whi"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.9011266808956861,4,1066.0,55.0,439,487.1679080278152,,"- A winding road cuts through a lush, green forested area.
- A small stream or river flows along the path, appearing as a white line in the image.
- A large, muddy area is visible on the left side, suggesting a recent flood or landslide."
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.8968689423054457,4,1072.0,128.0,439,489.48065797833175,,"This is an aerial, high-angle photograph of a lush, green landscape, likely taken from a satellite. The scene is dominated by dense, dark green forests covering the majority of the terrain, with patches of lighter green grassy areas and a f"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.8968689423054457,4,1071.0,128.0,439,489.48065797833175,,"- Road: The road is located on the left side of the image, running from the top left to the bottom left.
- River: The river is located in the center of the image, flowing from the top right to the bottom left.
- Forest: The forest is locate"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.8968689423054457,4,1066.0,128.0,439,489.48065797833175,,"Based on the image provided, here are the potential hazards and risks that can be inferred:

- **Flooding and Landslides**: The most significant hazard is the presence of a large, muddy, and saturated area on the left side of the image, whi"
continuous_batching_only,guatemala-volcano_00000011_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.8968689423054457,4,1066.0,55.0,439,489.48065797833175,,"- A winding road cuts through a lush, green forested area.
- A small stream or river flows along the path, appearing as a white line in the image.
- A large, muddy area is visible on the left side, suggesting a recent flood or landslide."
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.0687568364664912,4,1072.0,128.0,458,428.53527048700164,,"This is an aerial, high-angle photograph of a lush, mountainous landscape, likely taken from a satellite or drone. The scene is dominated by a winding river that cuts through the terrain, with a road following its path. The image is partial"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.0687568364664912,4,1071.0,128.0,458,428.53527048700164,,"- Road: The road is located on the left side of the image, running from the top left corner to the bottom left corner.
- River: The river is located in the center of the image, flowing from the top right corner to the bottom right corner.
-"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.0687568364664912,4,1066.0,128.0,458,428.53527048700164,,"Based on the image provided, here are several potential hazards and risks that can be inferred:

- **Flood Risk**: The most significant hazard is the presence of a river or stream that appears to be flowing rapidly, possibly with a high vol"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.0687568364664912,4,1066.0,74.0,458,428.53527048700164,,"- A winding river flows through a lush, green valley, with its white, frothy waters contrasting against the darker forest.
- A paved road runs along the valley floor, partially obscured by mist and clouds.
- The landscape features a mix of "
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.9049249216914177,4,1072.0,128.0,458,506.1193354515431,,"This is an aerial, high-angle photograph of a lush, mountainous landscape, likely taken from a satellite or drone. The scene is dominated by a winding river that cuts through the terrain, with a road following its path. The image is partial"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.9049249216914177,4,1071.0,128.0,458,506.1193354515431,,"- Road: The road is located on the left side of the image, running from the top left corner to the bottom left corner.
- River: The river is located in the center of the image, flowing from the top right corner to the bottom right corner.
-"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.9049249216914177,4,1066.0,128.0,458,506.1193354515431,,"Based on the image provided, here are several potential hazards and risks that can be inferred:

- **Flood Risk**: The most significant hazard is the presence of a river or stream that appears to be flowing rapidly, possibly with a high vol"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.9049249216914177,4,1066.0,74.0,458,506.1193354515431,,"- A winding river flows through a lush, green valley, with its white, frothy waters contrasting against the darker forest.
- A paved road runs along the valley floor, partially obscured by mist and clouds.
- The landscape features a mix of "
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.9020204609259963,4,1072.0,128.0,458,507.749014395778,,"This is an aerial, high-angle photograph of a lush, mountainous landscape, likely taken from a satellite or drone. The scene is dominated by a winding river that cuts through the terrain, with a road following its path. The image is partial"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.9020204609259963,4,1071.0,128.0,458,507.749014395778,,"- Road: The road is located on the left side of the image, running from the top left corner to the bottom left corner.
- River: The river is located in the center of the image, flowing from the top right corner to the bottom right corner.
-"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.9020204609259963,4,1066.0,128.0,458,507.749014395778,,"Based on the image provided, here are several potential hazards and risks that can be inferred:

- **Flood Risk**: The most significant hazard is the presence of a river or stream that appears to be flowing rapidly, possibly with a high vol"
continuous_batching_only,guatemala-volcano_00000011_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.9020204609259963,4,1066.0,74.0,458,507.749014395778,,"- A winding river flows through a lush, green valley, with its white, frothy waters contrasting against the darker forest.
- A paved road runs along the valley floor, partially obscured by mist and clouds.
- The landscape features a mix of "
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.074588061310351,4,1072.0,128.0,451,419.6957106056542,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a mix of agricultural land, dense forests, and a small settlement.

The most prominent features are the large, organized"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.074588061310351,4,1071.0,128.0,451,419.6957106056542,,"- A large agricultural field with a patterned structure, located in the upper left portion of the image.
- A cluster of buildings with red roofs, situated in the lower right section of the image.
- A small white building, located in the cen"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.074588061310351,4,1066.0,128.0,451,419.6957106056542,,"Based on the visual information in the image, several potential hazards and risks can be inferred:

- **Agricultural and Environmental Stress**: The large, dense green areas are likely agricultural land, possibly a vineyard or orchard. The "
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.074588061310351,4,1066.0,67.0,451,419.6957106056542,,"- A satellite image shows a rural landscape with agricultural fields, dense forests, and a small settlement.
- The settlement includes buildings with red-tiled roofs and a large, flat-roofed structure, possibly a factory or storage facility"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.905360764823854,4,1072.0,128.0,451,498.14396373554587,,"This is an aerial photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a mix of agricultural land, dense forests, and a small settlement.

The most prominent features are the large, organized fields of c"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.905360764823854,4,1071.0,128.0,451,498.14396373554587,,"- A large agricultural field with a patterned structure, located in the upper left portion of the image.
- A cluster of buildings with red roofs, situated in the lower right section of the image.
- A small white building, located in the low"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.905360764823854,4,1066.0,128.0,451,498.14396373554587,,"Based on the visual information in the image, several potential hazards and risks can be inferred:

- **Agricultural and Environmental Stress**: The large, dense green areas are likely agricultural land, possibly a vineyard or orchard. The "
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.905360764823854,4,1066.0,67.0,451,498.14396373554587,,"- A satellite image shows a rural landscape with agricultural fields, dense forests, and a small settlement.
- The settlement includes buildings with red-tiled roofs and a large, flat-roofed structure, possibly a factory or storage facility"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.9050320833921432,4,1072.0,128.0,451,498.3248751907343,,"This is an aerial photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a mix of agricultural land, dense forests, and a small settlement.

The most prominent features are the large, organized fields of c"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,2,List the top 10 visible objects and where they are located in the image.,3,0.9050320833921432,4,1071.0,128.0,451,498.3248751907343,,"- A large agricultural field with a patterned structure, located in the upper left portion of the image.
- A cluster of buildings with red roofs, situated in the lower right section of the image.
- A small white building, located in the low"
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,3,What potential hazards or risks can you infer from this image?,3,0.9050320833921432,4,1066.0,128.0,451,498.3248751907343,,"Based on the visual information in the image, several potential hazards and risks can be inferred:

- **Agricultural and Environmental Stress**: The large, dense green areas are likely agricultural land, possibly a vineyard or orchard. The "
continuous_batching_only,guatemala-volcano_00000021_post_disaster.png,4,Summarize the scene in 3 concise bullet points.,3,0.9050320833921432,4,1066.0,67.0,451,498.3248751907343,,"- A satellite image shows a rural landscape with agricultural fields, dense forests, and a small settlement.
- The settlement includes buildings with red-tiled roofs and a large, flat-roofed structure, possibly a factory or storage facility"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",1,1.0759528102353215,4,1072.0,128.0,437,406.1516414501708,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a mix of agricultural land, forests, and a small settlement.

The most prominent features are the large, rectangular plo"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,1,1.0759528102353215,4,1071.0,128.0,437,406.1516414501708,,"- A large building with a dark roof, located in the upper left corner of the image.
- A smaller building with a white roof, located in the upper left corner of the image.
- A large building with a light-colored roof, located in the lower ri"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,1,1.0759528102353215,4,1066.0,128.0,437,406.1516414501708,,"Based on the satellite imagery provided, here are several potential hazards and risks that can be inferred:

- **Agricultural and Environmental Stress**: The large, dense green areas are likely agricultural land, possibly a forest or a plan"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,1,1.0759528102353215,4,1066.0,53.0,437,406.1516414501708,,"- A large agricultural area with rows of trees and a greenhouse complex.
- A cluster of buildings with red-tiled roofs, likely a residential or small community area.
- A winding river or stream flowing through the landscape, with a small se"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",2,0.8998116245493293,4,1072.0,128.0,437,485.65720655017265,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a mix of agricultural land, forests, and a small settlement.

The most prominent features are the large, rectangular plo"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,2,List the top 10 visible objects and where they are located in the image.,2,0.8998116245493293,4,1071.0,128.0,437,485.65720655017265,,"- A large building with a dark roof, located in the upper left corner of the image.
- A smaller building with a white roof, located in the upper left corner of the image.
- A large building with a light-colored roof, located in the lower ri"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,3,What potential hazards or risks can you infer from this image?,2,0.8998116245493293,4,1066.0,128.0,437,485.65720655017265,,"Based on the satellite imagery provided, here are several potential hazards and risks that can be inferred:

- **Agricultural and Environmental Stress**: The large, dense green areas are likely agricultural land, possibly a forest or a plan"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,4,Summarize the scene in 3 concise bullet points.,2,0.8998116245493293,4,1066.0,53.0,437,485.65720655017265,,"- A large agricultural area with rows of trees and a greenhouse complex.
- A cluster of buildings with red-tiled roofs, likely a residential or small community area.
- A winding river or stream flowing through the landscape, with a small se"
continuous_batching_only,guatemala-volcano_00000021_pre_disaster.png,1,"Describe this image in detail. Include scene elements, objects, text, and spatial relationships.",3,0.9038151130080223,4,1072.0,128.0,437,483.50596677411517,,"This is an aerial, high-angle photograph of a rural landscape, likely taken from a satellite. The scene is dominated by a mix of agricultural land, forests, and a small settlement.

The most prominent features are the large, rectangular plo"
